full name,title,qualifications,primary specialty,practice areas,regions covered,photo url,source url,bio
Dr Anirudh Rao,Consultant Nephrologist,"MBBS, MRCP, MRCP Nephrology, PhD, FRCP, Consultant Nephrologist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2026/05/Ani_Rao_002_CG.jpg,https://www.mccollumconsultants.com/expert-witness/anirudh-rao/,"Consultant Nephrologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Post-Transplant Care, Advanced CKD management, Ambulatory Renal Care, Anaemia, Dialysis, Glomerulonephritis (GN). Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Raef Dahab,Consultant in Spinal Cord Injury & Rehabilitation Medicine,"MBBS, MRCSEd, PGCert, MSc, CCT (UK), Consultant in Spinal Cord Injury & Rehabilitation Medicine",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/05/Raef_Dahab_001-CG.jpg,https://www.mccollumconsultants.com/expert-witness/raef-dahab/,"Consultant in Spinal Cord Injury & Rehabilitation Medicine, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Care Management, Cauda Equina Syndrome, Degenerative Spine, Neurorehabilitation, Paralysis, Paraplegia. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Lalith Seneviratne,Consultant Medical Oncologist,"MBBS, DCH, MD (Oncology), MRCP, MRCP SCE in Medical Oncology, ESMO Certification, FRCP, Consultant Medical Oncologist",Personal Injury,Personal Injury; Clinical Negligence,West Midlands,https://www.mccollumconsultants.com/wp-content/uploads/2026/05/Lilaith-Seneviratne_CG.jpg,https://www.mccollumconsultants.com/expert-witness/lalith-seneviratne/,"Consultant Medical Oncologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Breast Cancer, Carcinoma, Cervical Cancer, Chemotherapy, Endometrial Cancer, Germ Cell Tumours. Covers West Midlands. Listing sourced from McCollum Consultants; awaiting claim and verification."
Miss Eva Myriokefalitaki,Consultant in Gynaecological Oncology,"MD, MSc, PgD, ESGO/RCOG accreditation in Gynae Onc, Consultant in Gynaecological Oncology",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/09/Eva_Myriokefalitaki_001_CG.jpg,https://www.mccollumconsultants.com/expert-witness/eva-myriokefalitaki-gynaecological-oncology-surgeon/,"Consultant in Gynaecological Oncology, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Cervical Disease, Chemotherapy, Gynaecological Oncology, Gynaecology, Hysterectomy, Immunotherapy. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Professor Adel Samson,Professor of Cancer Medicine & Immunotherapy,"BSc (Genetics), MBChB, MRCP, PhD, AFHEA, Professor of Cancer Medicine & Immunotherapy",Personal Injury,Personal Injury; Clinical Negligence,,,https://www.mccollumconsultants.com/expert-witness/adel-samson/,"Professor of Cancer Medicine & Immunotherapy, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Cancer Aetiology, Chemotherapy, Cholangiocarcinoma, Hepatocellular Carcinoma (HCC), Immunodeficiencies, Immunotherapy. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Stephen Lowis,Consultant in Paediatric and Adolescent Oncology,"MA (Hons), BM, BCh, PhD, MRCP (UK), FRCPCH, Consultant in Paediatric and Adolescent Oncology",Personal Injury,Personal Injury; Clinical Negligence,South West,https://www.mccollumconsultants.com/wp-content/uploads/2023/11/Stephen_Lowis_Grey_Crop.jpg,https://www.mccollumconsultants.com/expert-witness/stephen-lowis-consultant-paediatric-and-adolescent-oncology/,"Consultant in Paediatric and Adolescent Oncology, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Neuro-Oncology, Oncology, Paediatric Ependymoma, Paediatric Glioma, Paediatric Oncology, Pharmacology of Chemotherapy. Covers South West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Richard Clayton,Consultant Gynaecologist & Gynaecological Oncologist,"Mb ChB, MRCOG, MD, Consultant Gynaecologist & Gynaecological Oncologist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/10/Richard-Clayton-Photo-CG.jpg,https://www.mccollumconsultants.com/expert-witness/richard-clayton-gynaecologist/,"Consultant Gynaecologist & Gynaecological Oncologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Cervical Disease, Contraception, Endometriosis, Episiotomy, Female Genital Mutilation (FGM), Gynaecological Oncology. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr David Nunns,Consultant Gynaecologist and Subspecialist in Gynaecological Oncology,"MBChB, MD, FRCOG, Consultant Gynaecologist and Subspecialist in Gynaecological Oncology",Personal Injury,Personal Injury; Clinical Negligence,East Midlands,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/03-CLIENT-BW-G-cropped.jpg,https://www.mccollumconsultants.com/expert-witness/david-nunns-gynaecologist/,"Consultant Gynaecologist and Subspecialist in Gynaecological Oncology, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Cervical Disease, Colposcopy, Female Genital Mutilation (FGM), Gynaecology, Hysterectomy, Hysteroscopy. Covers East Midlands. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Carles Escriu,Consultant Medical Oncologist,"Mb ChB, FRCP, PgCert, PhD, Consultant Medical Oncologist",Personal Injury,Personal Injury; Clinical Negligence; Industrial Disease,North West,https://www.mccollumconsultants.com/wp-content/uploads/2022/01/Carles-adjusted-grey-1-e1650617591557.jpg,https://www.mccollumconsultants.com/expert-witness/carles-escriu-medical-oncologist/,"Consultant Medical Oncologist, providing expert witness reports for personal injury, clinical negligence, industrial disease cases. Clinical expertise: Biological Therapy, Cancer Aetiology, Cancer Staging, Chemotherapy, Immunotherapy, Lung Cancer. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Professor Robert George,Consultant in Palliative Medicine,"MB BCHIR, MA, MRCP, MD, FRCP, FRCGP Hon FRCPathME, Consultant in Palliative Medicine",Personal Injury,Personal Injury; Clinical Negligence,London,,https://www.mccollumconsultants.com/expert-witness/robert-george/,"Consultant in Palliative Medicine, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Chronic obstructive pulmonary disease (COPD), Cystic Fibrosis, HIV, Palliative Care / End of Life Medicine, Palliative Medicine, Targeted Drug Therapy. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Katie Hobson,Consultant in Palliative Medicine,"BA, BM BCh, MA, MRCP, Consultant in Palliative Medicine",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2023/10/Katie-Hobson_009_Grey_crop.jpg,https://www.mccollumconsultants.com/expert-witness/katie-hobson-consultant-in-palliative-edicine/,"Consultant in Palliative Medicine, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Pain Management, End of Life Care, Heart Failure, Metastatic Cancer, Neurodegenerative Conditions, Palliative Care / End of Life Medicine. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Andrew Medford,Consultant Respiratory Physician,"MBChB, BSc(Hons), DM, FRCP, FRCPE, FRSM, FCCP, FAPSR, FEFIM, FHEA, PgDip(EBUS), Dip(Clin Risk Mgt), FFEW, AEWI, Cert(Bond Solon), Consultant Respiratory Physician",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2026/06/Medford_CG.jpg,https://www.mccollumconsultants.com/expert-witness/andrew-medford/,"Consultant Respiratory Physician, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Respiratory Distress (ARDS), Allergic Bronchopulmonary Aspergillosis (ABPA), Aspergillosis, Asthma, Bronchiectasis, Bronchiolitis. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr David Lo,Associate Professor & Consultant in Paediatric Respiratory Medicine,"MB ChB, MSc, MD, MRCPCH, Associate Professor & Consultant in Paediatric Respiratory Medicine",Personal Injury,Personal Injury; Clinical Negligence,East Midlands,https://www.mccollumconsultants.com/wp-content/uploads/2025/05/David-Lo-Pic_1-CG.jpg,https://www.mccollumconsultants.com/expert-witness/david-lo/,"Associate Professor & Consultant in Paediatric Respiratory Medicine, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Asthma, Bronchiolitis, Bronchoscopy, Chronic cough, Empyema, Paediatric. Covers East Midlands. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Karl Heyes,Consultant in Respiratory Medicine & General Physician,"MBChB (Honours), MRCP, Consultant in Respiratory Medicine & General Physician",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/01/Karl_Heyes_001-CG.jpg,https://www.mccollumconsultants.com/expert-witness/karl-heyes/,"Consultant in Respiratory Medicine & General Physician, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Internal Medicine, Bronchoscopy, Catheter Ablation, Chest Drain Insertion, Flexible Bronchoscopy, Lung Cancer. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Stuart Wilkinson,Consultant Respiratory Paediatrician,"MBChB, MRCPCH, Consultant Respiratory Paediatrician",Personal Injury,Personal Injury; Clinical Negligence,North West,,https://www.mccollumconsultants.com/expert-witness/stuart-wilkinson/,"Consultant Respiratory Paediatrician, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Respiratory Distress (ARDS), Asthma, Cystic Fibrosis, Paediatric, Paediatric Emergency Medicine, Paediatric Respiratory Medicine. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Duneesha De Fonseka,Consultant Respiratory Physician,"PhD, MRCP, MBChB, Consultant Respiratory Physician",Personal Injury,Personal Injury; Clinical Negligence; Industrial Disease,Yorkshire and the Humber,https://www.mccollumconsultants.com/wp-content/uploads/2023/09/Duneesha_De_Fon_005_Grey_crop.jpg,https://www.mccollumconsultants.com/expert-witness/dr-duneesha-de-fonseka-consultant-respiratory-physician-expert-witness/,"Consultant Respiratory Physician, providing expert witness reports for personal injury, clinical negligence, industrial disease cases. Clinical expertise: Asbestos related pleural disease, Diagnostic/therapeutic pleural aspirations, Intercostal chest drains, Local anaesthetic thoracoscopy, Lung Cancer, Mesothelioma. Covers Yorkshire and the Humber. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Sriram Iyer,Senior Consultant Respiratory & Sleep Physician,"MBBS, MRCP, CCT, FRCP, Senior Consultant Respiratory & Sleep Physician",Personal Injury,Personal Injury; Clinical Negligence; Industrial Disease,Yorkshire and the Humber,https://www.mccollumconsultants.com/wp-content/uploads/2022/01/Sriram-Iyer-2022-grey-3-e1672932625836.jpg,https://www.mccollumconsultants.com/expert-witness/sriram-iyer/,"Senior Consultant Respiratory & Sleep Physician, providing expert witness reports for personal injury, clinical negligence, industrial disease cases. Clinical expertise: Asthma, COPD, COVID-19, CPR, Emphysema, Fibrotic Lung Disease. Covers Yorkshire and the Humber. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Stephen Bianchi,Consultant Physician in Respiratory and General Internal Medicine,"BSc(Hons), MBChB, PhD, FRCP, MBA, Consultant Physician in Respiratory and General Internal Medicine",Personal Injury,Personal Injury; Clinical Negligence; Industrial Disease,Yorkshire and the Humber,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_6948GC.jpg,https://www.mccollumconsultants.com/expert-witness/stephen-bianchi/,"Consultant Physician in Respiratory and General Internal Medicine, providing expert witness reports for personal injury, clinical negligence, industrial disease cases. Clinical expertise: Acute Respiratory Distress (ARDS), Aspergillosis, Asthma, Bronchiolitis, Bronchitis, COPD. Covers Yorkshire and the Humber. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Joanna MacGowan,Consultant Rheumatologist,"MBBS, BSc Physiology (First Class honours), MRCP (UK), FRCP, PGCert (Extreme Medicine), CUBS, Consultant Rheumatologist",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2026/07/Jo_MacGowan_001_CG.jpg,https://www.mccollumconsultants.com/expert-witness/joanna-macgowan/,"Consultant Rheumatologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Axial Spondyloarthropathy, Connective Tissue Disease, Connective Tissue Disorders, Gout, Lupus, Osteomalacia. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Ray Armstrong,Consultant Rheumatologist,"BA, BChir, MA MB, MRCP, FRCP, Consultant Rheumatologist",Personal Injury,Personal Injury; Clinical Negligence,South East,,https://www.mccollumconsultants.com/expert-witness/ray-armstrong/,"Consultant Rheumatologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Pain Management, Arthritis, Back Pain, Chronic Pelvic Pain, Connective Tissue Disorders, Lupus. Covers South East. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Vivek Nadarajan,Consultant Stroke Physician,"MBBS, BSc (Hons), FRCP, Consultant Stroke Physician",Personal Injury,Personal Injury; Clinical Negligence,London; Nationwide,,https://www.mccollumconsultants.com/expert-witness/vivek-nadarajan/,"Consultant Stroke Physician, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Internal Medicine, Carotid Dissection, Haemorrhage, Stroke Medicine, Thrombectomy, Transient Ischaemic Attack (TIA). Covers London, Nationwide. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Amit Kishore,Consultant Stroke Physician,"MBBS, FRCP (London), MRCP, MSc, CCT in Stroke, General Internal & Geriatric Medicine, PhD, Consultant Stroke Physician",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_6649GC.jpg,https://www.mccollumconsultants.com/expert-witness/amit-kishore-stroke-physician/,"Consultant Stroke Physician, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Internal Medicine, Aphasia, Brain Haemorrhage, Carotid Dissection, Cerebral Haemorrhage, CT Perfusion Scan. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Jonathan Cusack,Consultant Neonatologist,"MBChB FRCPCH MMedSci (Clin Ed), Consultant Neonatologist",Personal Injury,Personal Injury; Clinical Negligence,East Midlands,,https://www.mccollumconsultants.com/expert-witness/jonathan-cusack/,"Consultant Neonatologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Health Screening, Hypoxic Ischaemic Encephalopathy, Ischaemia, Neonatal Brain Injury, Neonatal Growth, Neonatology. Covers East Midlands. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Kunal Babla,Consultant Neonatologist,"BSc(Hons), MBBS MSc (Adv Paed), MSc (Health Ed), FRCPCH, MAcadMEd, Consultant Neonatologist",Personal Injury,Personal Injury; Clinical Negligence,London,https://www.mccollumconsultants.com/wp-content/uploads/2023/06/Kunal_Babla_07a_Grey_Crop.jpg,https://www.mccollumconsultants.com/expert-witness/kunal-babla/,"Consultant Neonatologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Congenital Heart Disease, Consultant Neonatologist, Infant Pulmonary Hypertension, Neonatal Cardiology, Neonatal Growth, Neonatal Haemodynamics. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Joanne Wilson,Paediatric Critical Care Nurse,"DipHE Nursing (Adult), BSc (Hons) (Critical Care), Paediatric Critical Care (PCCSQ), Paediatric Critical Care Nurse",Personal Injury,Personal Injury; Clinical Negligence; Care Proceedings,,,https://www.mccollumconsultants.com/expert-witness/joanne-wilson/,"Paediatric Critical Care Nurse, providing expert witness reports for personal injury, clinical negligence, care proceedings cases. Clinical expertise: Care Management, Critical Care / Intensive Care Nursing, Newborn Life Support, Nursing, Paediatric Critical Care, Paediatric Critical Care Nursing. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Jane Probert,Advanced Paediatric Nurse Practitioner,"RGN/RSCN, MSc in Advanced Practice, NMP, Advanced Paediatric Nurse Practitioner",Personal Injury,Personal Injury; Clinical Negligence; Care Proceedings,,https://www.mccollumconsultants.com/wp-content/uploads/2026/04/Jane_Probert_001_CG.jpg,https://www.mccollumconsultants.com/expert-witness/jane-probert/,"Advanced Paediatric Nurse Practitioner, providing expert witness reports for personal injury, clinical negligence, care proceedings cases. Clinical expertise: Advanced Nurse Practitioners, Critical Illness, Emergency & Urgent Care Nursing, Emergency Care, General Practice Advanced Nurse Practitioner, Non-Medical Prescribing. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Lesley Watson,Consultant in Emergency Medicine & Paediatric Emergency Medicine,"MBChB, FRCS (England), RCEM (Subspecialisation in PEM), PGDip Medical Law, Consultant in Emergency Medicine & Paediatric Emergency Medicine",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/11/06-CLIENT-BW-G-cropped.jpg,https://www.mccollumconsultants.com/expert-witness/lesley-watson-emergency-medicine/,"Consultant in Emergency Medicine & Paediatric Emergency Medicine, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Conscious Sedation, Emergency/Acute Medicine, Management of Acute Illness, Management of Trauma, Paediatric Emergency Medicine, Recognition of Acute Illness. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Haidar Alwan-Walker,Consultant GI/GI Interventional and Paediatric Radiologist,"BSc (StA), MB ChB, iMRCS, FRCR, Consultant GI/GI Interventional and Paediatric Radiologist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2022/01/Haidar-adjusted-grey-1-e1650617254210.jpg,https://www.mccollumconsultants.com/expert-witness/haidar-alwan-walker-gi-interventional-radiologist/,"Consultant GI/GI Interventional and Paediatric Radiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Aneurysm, Angiogram, Angioplasty, Central Line, CT Angiography, CT Perfusion Scan. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Sam Byott,Consultant Interventional Radiologist,"MBChB (Hons), FRCR, Consultant Interventional Radiologist",Personal Injury,Personal Injury; Clinical Negligence,North West,,https://www.mccollumconsultants.com/expert-witness/sam-byott-consultant-interventional-radiologist/,"Consultant Interventional Radiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arterial Disease, Contrast Studies, CT Angiography, CT Scan, General & Interventional Radiology, Haemorrhage Control. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr M. Krishna Murthy,Consultant in Emergency Medicine,"FRCEM, MBChB, BSc Hons Pharmacology, Consultant in Emergency Medicine",Personal Injury,Personal Injury; Clinical Negligence; Care Proceedings,Scotland,https://www.mccollumconsultants.com/wp-content/uploads/2022/07/Krishna-Murthy-grey-1-e1656665677208.jpg,https://www.mccollumconsultants.com/expert-witness/krishna-murthy-emergency-medicine/,"Consultant in Emergency Medicine, providing expert witness reports for personal injury, clinical negligence, care proceedings cases. Clinical expertise: Acute Respiratory Distress, Anaphylaxis, Aneurysm, Angina, Aortic Dissection, Appendicitis. Covers Scotland. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Rajiv Mittal,Consultant Community Paediatrician,"MBBS, DCH, MRCPCH, FRCPCH, Consultant Community Paediatrician",Personal Injury,Personal Injury; Clinical Negligence; Care Proceedings,,https://www.mccollumconsultants.com/wp-content/uploads/2022/01/Rajiv-Mittal-Grey-1-e1662649601661.jpg,https://www.mccollumconsultants.com/expert-witness/rajiv-mittal-paediatrician/,"Consultant Community Paediatrician, providing expert witness reports for personal injury, clinical negligence, care proceedings cases. Clinical expertise: Autism, Cerebral Palsy, Child Development, Child Protection, Neurodisability, Non-Accidental Injury. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Sophie Pattison,Consultant Breast & General Radiologist,"BSc(Hons), MBChB, FRCR, Consultant Breast & General Radiologist",Personal Injury,Personal Injury; Clinical Negligence,London,,https://www.mccollumconsultants.com/expert-witness/sophie-pattison/,"Consultant Breast & General Radiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Breast Cancer, CT Scan, Health Screening, Inherited cancer disorder, Metastatic Cancer, MRI Scan. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Susan Kearney,,"BSc, MRCP, DMRD, FRCR, Cardiothoracic Radiologist",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2024/04/Susan_Kearney__002_GC.jpg,https://www.mccollumconsultants.com/expert-witness/susan-kearney/,"Medico-legal expert, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Angiogram, Cardiothoracic Radiology, CT Scan, General & Interventional Radiology, MRI Scan, Thoracic Radiology. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Catriona Farrell,Consultant Radiologist,"BSc, MBChB, FRCR, PGCert Med Ed, Consultant Radiologist",Personal Injury,Personal Injury; Clinical Negligence,North West,,https://www.mccollumconsultants.com/expert-witness/catriona-farrell/,"Consultant Radiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Abdominal radiology, Colorectal Cancer, General & Interventional Radiology, Liver Cancer, Rectal Cancer, Ultrasound Scan. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Nayyar Saleem,Consultant Diagnostic & Interventional Neuroradiologist,"MBBS, FRCR, Consultant Diagnostic & Interventional Neuroradiologist",Personal Injury,Personal Injury; Clinical Negligence,Yorkshire and the Humber,https://www.mccollumconsultants.com/wp-content/uploads/2025/09/Nayyar-Saleem_CG.jpg,https://www.mccollumconsultants.com/expert-witness/nayyar-saleem/,"Consultant Diagnostic & Interventional Neuroradiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Brain Aneurysms, Brain Haemorrhage, Embolisation, General & Interventional Radiology, Interventional Radiology, Neuroradiology. Covers Yorkshire and the Humber. Listing sourced from McCollum Consultants; awaiting claim and verification."
Professor Waqar Bhatti,Consultant in Musculoskeletal & Sports Radiology,"MBChB, FRCS (Ed), DMRD, FRCR (Lon), Consultant in Musculoskeletal & Sports Radiology",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/02/Waqar-Bhatti-CG.jpg,https://www.mccollumconsultants.com/expert-witness/waqar-bhatti/,"Consultant in Musculoskeletal & Sports Radiology, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Biological Therapy, General & Interventional Radiology, Health Screening, Medical Assessment, Musculoskeletal Radiology (MSK), Plasma Therapy. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Stephen Lee,Consultant GI Radiologist,"LRCP, MRCS, MBBS, FRCS(Ed), FRCR, Consultant GI Radiologist",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2025/09/Stephen-Lee_CG.jpg,https://www.mccollumconsultants.com/expert-witness/stephen-lee/,"Consultant GI Radiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: CT Scan, General & Interventional Radiology, MRI Scan, Ultrasound Scan. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Gillian Martin,,"DCR(R), PgD, Sonographer Specialising in Obstetrics and Gynaecological Ultrasounds",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2023/06/Gill_Martin_Grey_Crop_1.jpg,https://www.mccollumconsultants.com/expert-witness/gillian-martin-sonographer/,"Medico-legal expert, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: General & Interventional Radiology, Gynaecology Imaging, Sonography, Ultrasound, Ultrasound Scan, Urology Imaging. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Alberto Alonso-Dominguez,Consultant Interventional Thoracic Radiologist,"LMS (Spain), CCST in Clinical Radiology, FRCR, MRCP (London), Consultant Interventional Thoracic Radiologist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2024/06/Alberto_Alonzo_CG.jpg,https://www.mccollumconsultants.com/expert-witness/alberto-alonso/,"Consultant Interventional Thoracic Radiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: COVID-19, CT Scan, General & Interventional Radiology, Interventional Radiology, Lung Cancer, MRI Scan. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Jonathan Tuck,Consultant Diagnostic & Interventional Radiologist,"MBChB, FRCS, RCPS (Glasg), FRCR, Consultant Diagnostic & Interventional Radiologist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_7088GC.jpg,https://www.mccollumconsultants.com/expert-witness/jonathan-tuck-interventional-radiologist/,"Consultant Diagnostic & Interventional Radiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Angiogram, CT Angiography, CT Guided Biopsy, CT Scan, General & Interventional Radiology, Gynaecology Imaging. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Sachin Mathur,Consultant Head,"MBBS, MD, MRCP, FRCR, Consultant Head, Neck & Neuroradiologist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_6883GC.jpg,https://www.mccollumconsultants.com/expert-witness/sachin-mathur/,"Consultant Head, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Brain Tumour, CT Angiography, CT Perfusion Scan, CT Scan, General & Interventional Radiology, Head & Neck Radiology. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Melanie Greaves,Consultant Thoracic Radiologist,"MBBS, MRCP, FRCR, Consultant Thoracic Radiologist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_7172GC.jpg,https://www.mccollumconsultants.com/expert-witness/melanie-greaves/,"Consultant Thoracic Radiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Aneurysm, Angiogram, Angioplasty, Central Line, CT Angiography, CT Perfusion Scan. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Anantha Krishnan,Consultant Vascular,"MBBS, MRCS, FRCR, Consultant Vascular, Hepatic & Transplant Interventional Radiologist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2022/01/Anantha-Krishnan-grey-joe-edit-1-scaled-e1676382224743.jpg,https://www.mccollumconsultants.com/expert-witness/anantha-krishnan-interventional-radiologist/,"Consultant Vascular, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Aneurysm, Angiogram, Angioplasty, Central Line, CT Angiography, CT Perfusion Scan. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Stephen Butterfield,Consultant Vascular Interventional Radiologist,"MBChB, MRCP, FRCR, Consultant Vascular Interventional Radiologist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_6177GC.jpg,https://www.mccollumconsultants.com/expert-witness/stephen-butterfield/,"Consultant Vascular Interventional Radiologist, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Aneurysm, Angiogram, Angioplasty, Central Line, CT Angiography, CT Perfusion Scan. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
