full name,title,qualifications,primary specialty,practice areas,regions covered,photo url,source url,bio
Mr Vikas Malik,ENT Consultant,"MBBS, MS(ENT), DNB (ENT), MNAMS, DOHNS, MRCS, FRCS (ORL-HNS), ENT Consultant",Personal Injury,Personal Injury; Clinical Negligence,,,https://www.mccollumconsultants.com/expert-witness/vikas-malik/,"ENT Consultant, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Anaphylaxis, Branchial Cyst, Cholesteatoma, Cleft Palate, Dysarthria, Dysphonia. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Jonathan Hobson,Consultant ENT/Head & Neck Surgeon,"MA(Cantab) BM BCh FRCS(ORL-HNS) PGCertMedEd, Consultant ENT/Head & Neck Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_6830GC.jpg,https://www.mccollumconsultants.com/expert-witness/jonathan-hobson/,"Consultant ENT/Head & Neck Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Anaphylaxis, Brain Haemorrhage, Brain Tumour, Branchial Cyst, Cleft Palate, Dysarthria. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Simon Carr,Consultant ENT Surgeon,"MD, FRCS (ORL-HNS), Consultant ENT Surgeon",Personal Injury,Personal Injury; Clinical Negligence,Yorkshire and the Humber,https://www.mccollumconsultants.com/wp-content/uploads/2023/05/Simon_Carr_Edit_GB_Crop.jpg,https://www.mccollumconsultants.com/expert-witness/simon-carr/,"Consultant ENT Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Brain Tumour, Branchial Cyst, Cholesteatoma, Cochlear Implants, ENT Surgery, Eustachian Tube Dysfunction. Covers Yorkshire and the Humber. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Efstathios Drampalos,Consultant Trauma & Orthopaedic Surgeon,"MBBS/MD, Italian Esame di Stato (Med/Chir), MSc (orth), FRCS(T&O)equiv, FEBOT, CCT (T&O)equiv, PhD (orth), Consultant Trauma & Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,Scotland,https://www.mccollumconsultants.com/wp-content/uploads/2024/02/Efstathios_grey_crop.jpg,https://www.mccollumconsultants.com/expert-witness/efstathios-drampalos/,"Consultant Trauma & Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Achilles Tendon Injuries, Arthritis, Bunion Surgery, Foot & Ankle Surgery, Fractures, Ligament and Tendon Damage. Covers Scotland. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Haroon Majeed,Consultant Trauma and Orthopaedic Surgeon,"MBBS, MRCS, MSc, FEBOT, FRCS (Tr & Orth), Consultant Trauma and Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2023/11/Haroon_Majid_Grey_crop.jpg,https://www.mccollumconsultants.com/expert-witness/haroon-majeed-consultant-trauma-orthopaedic-surgeon/,"Consultant Trauma and Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arthritis, Foot & Ankle Surgery, Fractures, Joint Replacement, Ligament and Tendon Damage, Sports Injury. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Mehdi Tofighi,Consultant Orthopaedic Trauma & Limb Reconstruction Surgeon,"MBBS, MRCS, MSc, MD, FRCS (Tr & Orth), EBOT, Consultant Orthopaedic Trauma & Limb Reconstruction Surgeon",Personal Injury,Personal Injury; Clinical Negligence,Wales,,https://www.mccollumconsultants.com/expert-witness/mehdi-tofighi/,"Consultant Orthopaedic Trauma & Limb Reconstruction Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arthroplasty, Circular Frames, Complex Fracture, Complex Limb Reconstruction, Complex Lower Limb Fractures, External Fixation. Covers Wales. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr William Chellam,Consultant Orthopaedic Surgeon,"MBChB (Hons), Consultant Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2023/07/Will_Chellam__004-LR-Grey_Crop-copy.jpg,https://www.mccollumconsultants.com/expert-witness/william-chellam/,"Consultant Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Amputation, Arthritis, Arthroscopy, Cartilage Dysfunction, Condylar Fracture, Crush Injury. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr David van Dellen,Consultant Transplant & General Surgeon,"MBBCh, MRCS, FRCS (Gen Surg), MD, Consultant Transplant & General Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2024/11/David_Van_Dellen_CG.jpg,https://www.mccollumconsultants.com/expert-witness/david-van-dellen/,"Consultant Transplant & General Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Abdominal Wall Hernias, Abdominal Wall Surgery, Emergency General Surgery, General Surgery, Groin Pain, Hernias. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Max Almond,Consultant Surgeon in Surgical Oncology,"MBChB, MRCS, DM, FRCS, Consultant Surgeon in Surgical Oncology, Upper GI, and General Surgery",Personal Injury,Personal Injury; Clinical Negligence,West Midlands,https://www.mccollumconsultants.com/wp-content/uploads/2022/08/Max-almond-Grey-1-e1659457068968.jpeg,https://www.mccollumconsultants.com/expert-witness/max-almond/,"Consultant Surgeon in Surgical Oncology, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Abdominal Wall Surgery, Adrenal Gland Disease, Appendicitis, Artificial Feeding, Biliary Tree Dysfunction, Chest Surgery. Covers West Midlands. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Jeffrey Lordan,Hepatobiliary Pancreatic (HPB) & General Surgeon,"FRCS, PhD, MBBS, BSc (Hons), Consultant Upper GI, Hepatobiliary Pancreatic (HPB) & General Surgeon",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2022/01/Jeff-Lordan-grey-joe-edit-1-e1676383135711.jpg,https://www.mccollumconsultants.com/expert-witness/jeffrey-lordan-hpb-surgeon-medico-legal-expert/,"Hepatobiliary Pancreatic (HPB) & General Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Abdominal Wall Surgery, Appendicitis, Artificial Feeding, Biliary Tree Dysfunction, Breast Reconstruction, Chest Surgery. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Simon Galloway,Consultant General & Upper Gastrointestinal (GI) Surgeon,"MBChB, FRCS, CCT, MD, Consultant General & Upper Gastrointestinal (GI) Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2022/01/Simon-Galloway-adjusted-grey-3-e1672932445373.jpg,https://www.mccollumconsultants.com/expert-witness/simon-galloway/,"Consultant General & Upper Gastrointestinal (GI) Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Abdominal Wall Surgery, Appendicitis, Artificial Feeding, Biliary Tree Dysfunction, Breast Reconstruction, Chest Surgery. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Professor Peter Lodge,Hepatobiliary pancreatic (HPB) Surgeon & Associate Clinical Director for Cancer,"MB ChB MD FRCS FEBS, Hepatobiliary pancreatic (HPB) Surgeon & Associate Clinical Director for Cancer",Personal Injury,Personal Injury; Clinical Negligence,Yorkshire and the Humber,https://www.mccollumconsultants.com/wp-content/uploads/2024/02/Peter_Lodge_002Grey_crop.jpg,https://www.mccollumconsultants.com/expert-witness/peter-lodge/,"Hepatobiliary pancreatic (HPB) Surgeon & Associate Clinical Director for Cancer, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Bariatric Surgery, Bile Duct Injury, Cancer Treatment, Gallstones, Hepato-Pancreato-Biliary (HPB) Surgery, Laparoscopy. Covers Yorkshire and the Humber. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Ross Elledge,Consultant Oral & Maxillofacial Surgeon,"BChD(Hons), MBChB(Hons), MMedEd MFDSRCPS(Glasg), MAcadMedEd SFHEA, FRCS(OMFS), Consultant Oral & Maxillofacial Surgeon",Personal Injury,Personal Injury; Clinical Negligence,West Midlands,https://www.mccollumconsultants.com/wp-content/uploads/2026/03/RossElledge_CG.jpg,https://www.mccollumconsultants.com/expert-witness/ross-elledge/,"Consultant Oral & Maxillofacial Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Basal Cell Carcinoma, Facial Fractures, Facial Scars, Facial Skin Cancer, Facial Trauma, Impacted Teeth. Covers West Midlands. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Wee Sim Khor,Reconstructive & Hand Surgeon,"BSc (Hons), MB ChB (Hons), FRCS(Ed) Plast, FEBHS, Consultant Plastic, Reconstructive & Hand Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/10/Wee_Sim_Khor_001-CG.jpg,https://www.mccollumconsultants.com/expert-witness/wee-sim-khor/,"Reconstructive & Hand Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Burn Injury, Hand & Wrist Surgery, Hand Trauma, Plastic Surgery, Reconstructive Surgery, Scar Revision. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Oliver Harley,Consultant Plastic and Hand Surgeon,"MBBS, BSc (Lond), MBA (Bath), FRCSEd (Plast), Consultant Plastic and Hand Surgeon",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2025/09/Oliver-H-CG.jpg,https://www.mccollumconsultants.com/expert-witness/oliver-harley/,"Consultant Plastic and Hand Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Abdominoplasty, Body-Contouring, Breast Implants, Breast Reduction, Cosmetic Complications, Cosmetic Plastic Surgery. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Christopher J Lewis,Burn & Reconstructive Surgeon,"MBBS, MSc, FRCS (Plast), PhD, CUBS, Consultant Plastic, Burn & Reconstructive Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North East,https://www.mccollumconsultants.com/wp-content/uploads/2026/04/Dr-C-Lewis-003_CG.jpg,https://www.mccollumconsultants.com/expert-witness/christopher-j-lewis/,"Burn & Reconstructive Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Adult Burns, Burn Injury, Burns, Laser, Paediatric Burns, Plastic Surgery. Covers North East. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr David Mowatt,Consultant in Surgical Oncology & Plastic Surgery,"BDS, FDSRCS, MBBS, FRCS(Plast), MD, Consultant in Surgical Oncology & Plastic Surgery",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2024/04/David_Mowatt_CG.jpg,https://www.mccollumconsultants.com/expert-witness/david-mowatt/,"Consultant in Surgical Oncology & Plastic Surgery, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Basal Cell Carcinoma, Flap Reconstruction, Lymph Node Dissection, Melanoma, Microsurgery, Oncology. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Skaria Alexander,and Reconstructive Surgeon,"MBChB, MRCS, PGDip(Burns Care), FRCS(Plast), Consultant Plastic, Burns, and Reconstructive Surgeon",Personal Injury,Personal Injury; Clinical Negligence,East Midlands,https://www.mccollumconsultants.com/wp-content/uploads/2023/02/Skaria-Alexander-grey-1-e1677501643707.jpg,https://www.mccollumconsultants.com/expert-witness/skaria-alexander/,"and Reconstructive Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Burn Injury, Complex Limb Reconstruction, Microsurgery, Perineal Reconstruction, Plastic Surgery, Reconstructive Surgery. Covers East Midlands. Listing sourced from McCollum Consultants; awaiting claim and verification."
Dr Amit Adlakha,Consultant Intensivist & Lung Transplant Physician,"MBChB, FRCP, FFCIM, PhD, Consultant Intensivist & Lung Transplant Physician",Personal Injury,Personal Injury; Clinical Negligence,London,https://www.mccollumconsultants.com/wp-content/uploads/2026/08/Amit_Adlakha_CG.jpg,https://www.mccollumconsultants.com/expert-witness/amit-adlakha/,"Consultant Intensivist & Lung Transplant Physician, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Acute Internal Medicine, Acute Respiratory Distress (ARDS), Adult Resuscitation, Advanced Life Support (ALS), Asthma, Bronchitis. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Sara Dorman,Paediatric Orthopaedic Surgeon,"MBChB, BMSc, MSc, MFSTEd, FRCSEd, Paediatric Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,Yorkshire and the Humber,https://www.mccollumconsultants.com/wp-content/uploads/2026/05/Sara_Dorman-CG.jpg,https://www.mccollumconsultants.com/expert-witness/sara-dorman/,"Paediatric Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Brachial Plexus, Cerebral Palsy, Limb Deformity, Nerve Injury, Nerve Surgery, Neuromuscular Conditions. Covers Yorkshire and the Humber. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Sameer Singh,Consultant Orthopaedics & Trauma Surgeon,"MBBS, BSc, FRCS (Eng), Consultant Orthopaedics & Trauma Surgeon",Personal Injury,Personal Injury; Clinical Negligence,South East,https://www.mccollumconsultants.com/wp-content/uploads/2026/01/Sameer-S-CG.jpg,https://www.mccollumconsultants.com/expert-witness/sameer-singh/,"Consultant Orthopaedics & Trauma Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arthroscopy, Brachial Plexus, Carpal Tunnel, Dislocations, Fractures, Hand & Wrist Surgery. Covers South East. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Ashley Iain Simpson,Consultant Orthopaedic & Peripheral Nerve Surgeon,"BA(Hons), MBBS, MA(Cantab), MSc(Lond), PGCert(MedEd), MRCS(Eng), FRCS(Orth), FAcadMEd, Consultant Orthopaedic & Peripheral Nerve Surgeon",Personal Injury,Personal Injury; Clinical Negligence,Nationwide,https://www.mccollumconsultants.com/wp-content/uploads/2025/11/Ashley_Simpson_CG.jpg,https://www.mccollumconsultants.com/expert-witness/ashley-iain-simpson/,"Consultant Orthopaedic & Peripheral Nerve Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arthroplasty, Complex Limb Reconstruction, Complex Physical Trauma, Elbow Surgery, Hand & Wrist Surgery, Hand Trauma. Covers Nationwide. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Alistair Phillips,Consultant Hand & Wrist Surgeon,"MBBS, FRCS (Tr & Orth), Consultant Hand & Wrist Surgeon",Personal Injury,Personal Injury; Clinical Negligence,London,https://www.mccollumconsultants.com/wp-content/uploads/2025/11/Ali-P_cG.jpg,https://www.mccollumconsultants.com/expert-witness/alistair-phillips/,"Consultant Hand & Wrist Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Hand Surgery, Hand Trauma, Microsurgery, Nerve Injury, Orthopaedic Surgery, Reconstructive Surgery. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Nader Neil Terry Rehmatullah,Consultant Trauma and Orthopaedic Surgeon,"BSc (Hons), MBChB, MRCS, FRCS (Tr&Orth England), Consultant Trauma and Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,Wales,https://www.mccollumconsultants.com/wp-content/uploads/2026/06/Nader_CG.jpg,https://www.mccollumconsultants.com/expert-witness/nader-neil-terry-rehmatullah/,"Consultant Trauma and Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Anterior Knee Pain, Arthritis, Arthroscopy, Fractures, Joint Replacement, Knee Arthritis. Covers Wales. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Nicholas Peterson,Consultant Trauma & Orthopaedic Surgeon,"MBChB (Hons) FRCS (Orth), Consultant Trauma & Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2024/11/Nick_Peterson_CG.jpg,https://www.mccollumconsultants.com/expert-witness/nicholas-peterson-orthopaedic-surgeon/,"Consultant Trauma & Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arthritis, Complex Fracture, Complex Limb Reconstruction, Degenerative Bone Disorders, Limb Deformity, Limb Length Discrepancy. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Professor Daniel Perry,Consultant Orthopaedic Surgeon,"MBChB(Hons), MA(Oxon), PhD, FRCS Eng (Orth), FRCS Ed (Ad Hominem), Consultant Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2024/10/Prof_Daniel_Perry_CG.jpg,https://www.mccollumconsultants.com/expert-witness/daniel-perry/,"Consultant Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Developmental Dysplasia (DDH), Femoral Epiphysis (SCFE), Fractures, Hip Injury, Hip Surgery, Orthopaedic Surgery. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Zafar Naqui,Consultant Orthopaedic Hand and Wrist Surgeon,"BSc, MBBS, MRCS, MSc (Orth), FRCS (Tr & Orth), Br. Dip., Consultant Orthopaedic Hand and Wrist Surgeon",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2024/08/Zafar_Naqui_008_CG.jpg,https://www.mccollumconsultants.com/expert-witness/zafar-naqui/,"Consultant Orthopaedic Hand and Wrist Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arthritis, Complex Fracture, Hand & Wrist Surgery, Hand Trauma, Minimally Invasive Surgery, Nerve Injury. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Professor Kuntal Patel,,"D.C.M, MBBS, MS (Orthopaedics), MRCS, Dip SEM (GB&I), MSc (Sports Injuries), MSc Health Science & Practice, FRCS (Tr&Orth)",Personal Injury,Personal Injury; Clinical Negligence,North West,,https://www.mccollumconsultants.com/expert-witness/kuntal-patel/,"Medico-legal expert, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arthroplasty, Complex Limb Reconstruction, Hip Surgery, Knee Injury, Knee Surgery, Lower Limb Surgery. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Edward Yates,Consultant Trauma & Orthopaedic Surgeon,"MBChB MRCS (Ed) FRCS (Tr & Orth), Consultant Trauma & Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2024/04/Edward_yates_005_CG.jpg,https://www.mccollumconsultants.com/expert-witness/edward-yates/,"Consultant Trauma & Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arthritis, Complex Fracture, Complex Limb Reconstruction, Complex Lower Limb Fractures, Hip Fracture, Hip Injury. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Professor Peter Brownson,Consultant Orthopaedic Surgeon,"DM FRCS Ed FRCS(Orth), Consultant Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2024/03/Paul_Nesbitt_001_crop_Grey.jpg,https://www.mccollumconsultants.com/expert-witness/peter-brownson/,"Consultant Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arthritis, Arthroscopy, Dislocations, Elbow Surgery, Joint Replacement, Orthopaedic Trauma. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Miss Caroline Blakey,Consultant Orthopaedic Surgeon,"FRCS, MD(Res), PGCert HBE, MRCS, MBChB, Consultant Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,Yorkshire and the Humber,,https://www.mccollumconsultants.com/expert-witness/caroline-blakey/,"Consultant Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Developmental Dysplasia (DDH), Hip Injury, Hip Surgery, Ligament Reconstruction, Limb Deformity, Limb Realignment. Covers Yorkshire and the Humber. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Thomas Finnigan,Consultant Orthopaedic & Trauma Surgeon,"MA (Cantab) MBChB FRCS(T&O), Consultant Orthopaedic & Trauma Surgeon",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2024/03/Tom_Finnigan_004_Grey_Crop.jpg,https://www.mccollumconsultants.com/expert-witness/thomas-finnigan/,"Consultant Orthopaedic & Trauma Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arthritis, Complex Limb Reconstruction, Complex Lower Limb Fractures, Knee Injury, Knee Surgery, Ligament and Tendon Damage. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Malek Racy,Consultant Hand and Wrist Surgeon,"MBChB, MRes, MEd, FRCS (Tr & Orth), EBHS, BDHS, Consultant Hand and Wrist Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2026/09/Malek_Racy_CG.jpg,https://www.mccollumconsultants.com/expert-witness/malek-racy/,"Consultant Hand and Wrist Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Complex Fracture, Hand & Wrist Surgery, Hand Trauma, Ligament and Tendon Damage, Ligament Reconstruction, Nerve Injury. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Lindsay Muir,Consultant Hand and Upper Limb Surgeon,"MBChB, FRCS, MCh Orth, FRCS (Orth), Consultant Hand and Upper Limb Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/07-CLIENT-BW-G-cropped-e1670948384203.jpg,https://www.mccollumconsultants.com/expert-witness/lindsay-muir/,"Consultant Hand and Upper Limb Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arthritis, Hand Surgery, Hand Trauma, Nerve Injury, Trauma & Orthopaedic Surgery, Wrist Surgery. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Amit Kumar,Consultant Orthopaedic & Oncological Surgeon,"FRCS Ed, MRCS, MB BS, BSc, Consultant Orthopaedic & Oncological Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2024/01/Amit_Kumar_Crop_grey.jpg,https://www.mccollumconsultants.com/expert-witness/amit-kumar/,"Consultant Orthopaedic & Oncological Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Arthroplasty, Bone Tumours, Chondrosarcoma, Chordoma, Ewing Sarcoma, Hip Surgery. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Edward Mills,Consultant Trauma & Orthopaedic Surgeon,"MBChB, FRCSEd (Tr&Orth), Consultant Trauma & Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,Yorkshire and the Humber,https://www.mccollumconsultants.com/wp-content/uploads/2025/10/Ed-Mills-Photo-2-CG.jpg,https://www.mccollumconsultants.com/expert-witness/edward-mills-consultant-trauma-and-orthopaedic-surgeon/,"Consultant Trauma & Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Amputation, Arthritis, Complex Limb Reconstruction, Complex Lower Limb Fractures, Crush Injury, Degenerative Bone Disorders. Covers Yorkshire and the Humber. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Alun Wall,Consultant Trauma & Orthopaedic Surgeon and Clinical Lead,"MBChb, MRCS (Eng.), FRCS (Trauma & Orth), Consultant Trauma & Orthopaedic Surgeon and Clinical Lead",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_6675GC.jpg,https://www.mccollumconsultants.com/expert-witness/alun-wall-orthopaedic/,"Consultant Trauma & Orthopaedic Surgeon and Clinical Lead, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Amputation, Arthritis, Arthroscopy, Back Pain, Cartilage Dysfunction, Crush Injury. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Zameer Shah,Consultant Trauma & Orthopaedic Surgeon,"MBBS, MRCS, DipOrth, DipSEM, FRCSEd, FRCSE, MBA, Consultant Trauma & Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,London,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/10-CLIENT-BW-G-cropped.jpg,https://www.mccollumconsultants.com/expert-witness/zameer-shah/,"Consultant Trauma & Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Amputation, Arthritis, Arthroscopy, Back Pain, Cartilage Dysfunction, Crush Injury. Covers London. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Derek Lang,Consultant Trauma & Orthopaedic Surgeon,"MBChb, FRCS (Eng), FRCS (Orth), Consultant Trauma & Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_5708GC.jpg,https://www.mccollumconsultants.com/expert-witness/derek-lang-trauma-orthopaedic/,"Consultant Trauma & Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Amputation, Arthritis, Arthroscopy, Cartilage Dysfunction, Complex Fracture, Crush Injury. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Bilal Barkatali,Consultant Trauma & Orthopaedic Surgeon,"MBChb, MRCS, FRCS, Consultant Trauma & Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_6284GC.jpg,https://www.mccollumconsultants.com/expert-witness/bilal-barkatali-trauma-orthopaedic/,"Consultant Trauma & Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Amputation, Arthritis, Arthroscopy, Cartilage Dysfunction, Crush Injury, Degenerative Bone Disorders. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Badri Narayan,Consultant Trauma and Orthopaedic Surgeon,"MS, M.Ch (Orth), FRCS (Tr. & Orth), PG Dip (Med Law), Consultant Trauma and Orthopaedic Surgeon",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2023/02/Badri-Narayan_edit-1-scaled-e1676022280172.jpg,https://www.mccollumconsultants.com/expert-witness/badri-narayan/,"Consultant Trauma and Orthopaedic Surgeon, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Amputation, Compartment Syndrome, Complications of Fracture Treatment, Complications of Fractures, External Fixation, Fractures. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Rishee Parmar,Upper Limb Orthopaedic and Trauma Consultant,"MBChB, FRCS, Upper Limb Orthopaedic and Trauma Consultant",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2022/09/Rishee-Parmar-Grey-1-e1670948278758.jpg,https://www.mccollumconsultants.com/expert-witness/rishee-parmar/,"Upper Limb Orthopaedic and Trauma Consultant, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Amputation, Arthritis, Arthroscopy, Cartilage Dysfunction, Crush Injury, Degenerative Bone Disorders. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
