metres,bucket,slug,name,address,postcode,town,storedLat,storedLng,postcodeLat,postcodeLng
49178,badly wrong,penny-price-aromatherapy,Penny Price Aromatherapy,"Unit D3, Radius Ct, Maple Dr, Hinckley LE10 3BE, United Kingdom",LE10 3BE,Hinckley,52.5868159,-2.1256587,52.537457,-1.402663
17049,badly wrong,genesiscare,GenesisCare,"Little Aston Hall Dr, Little Aston, Sutton Coldfield B74 3BF, United Kingdom",B74 3BF,Sutton Coldfield,52.5868159,-2.1256587,52.60096,-1.874333
15160,badly wrong,sanctuary-aesthetics,Sanctuary Aesthetics,"36 Croydon Dr, Penkridge, Stafford ST19 5DW, United Kingdom",ST19 5DW,Stafford,52.5868159,-2.1256587,52.722909,-2.112329
15069,badly wrong,acorn-dental,Acorn Dental,"22a Hewell Rd, Barnt Green, Birmingham B45 8NE, United Kingdom",B45 8NE,Birmingham,52.4822694,-1.8900078,52.361398,-1.990505
15069,badly wrong,karun-dewan-specialist-periodontist-endodontics-dental-implants,Karun Dewan | Specialist Periodontist | Endodontics | Dental Implants,"RESTORE Dental Specialists, 30A Hewell Rd, Barnt Green, Birmingham B45 8NE, United Kingdom",B45 8NE,Birmingham,52.4822694,-1.8900078,52.361398,-1.990505
14858,badly wrong,alto-hearing-tinnitus-specialists-kenilworth,Alto Hearing & Tinnitus Specialists Kenilworth,"16 High St, Kenilworth CV8 1LZ, United Kingdom",CV8 1LZ,Kenilworth,52.411811,-1.77761,52.349879,-1.583639
14224,badly wrong,dr-aesthetica-medical-aesthetic-clinic,Dr Aesthetica Medical Aesthetic Clinic,"Unit 1, 1431 -1433 Bristol Rd S, Birmingham B31 2SU, United Kingdom",B31 2SU,Birmingham,52.411811,-1.77761,52.39867,-1.986177
13654,badly wrong,earwaxspecialist-co-uk-ear-wax-removal-stourbridge,Earwaxspecialist.co.uk- ear wax removal Stourbridge,"15-17 Lawn Ave, Stourbridge DY8 3UR, United Kingdom",DY8 3UR,Stourbridge,52.5361674,-2.010793,52.452971,-2.159138
13085,badly wrong,spire-little-aston-hospital,Spire Little Aston Hospital,"little aston hall drive, Little Aston Hall Dr, Sutton Coldfield B74 3UP, United Kingdom",B74 3UP,Sutton Coldfield,52.4822694,-1.8900078,52.599622,-1.875577
13039,badly wrong,dr-vicky-lewis-clinical-psychology-and-counselling-services,Dr Vicky Lewis Clinical Psychology and Counselling Services,"Tri Wellness Centre, Woodfield Farm, Norton Ln, Earlswood, Solihull B94 5LS, United Kingdom",B94 5LS,Solihull,52.4822694,-1.8900078,52.369477,-1.837418
12620,badly wrong,the-purple-house-clinic-birmingham,"The Purple House Clinic, Birmingham","Suite 1D, Unit 1, School House, St Philips Courtyard, Church Hill, Coleshill, Birmingham B46 3AD, United Kingdom",B46 3AD,Birmingham,52.4822694,-1.8900078,52.49948,-1.705764
12466,badly wrong,brownes-dental-surgery,Brownes Dental Surgery,"299 Lichfield Rd, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B74 4BZ, United Kingdom",B74 4BZ,Sutton Coldfield,52.4822694,-1.8900078,52.588537,-1.831282
12448,badly wrong,mere-green-dental-care,Mere Green Dental Care,"Dental Surgery, 5A Mere Green Rd, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B75 5BL, United Kingdom",B75 5BL,Sutton Coldfield,52.4822694,-1.8900078,52.587841,-1.828776
12268,badly wrong,the-aesthetics-company-uk,The Aesthetics Company UK,"310 Lichfield Rd, Mere Green, Birmingham, Sutton Coldfield B74 2UG, United Kingdom",B74 2UG,Sutton Coldfield,52.4822694,-1.8900078,52.586169,-1.829018
12268,badly wrong,evolving-families,Evolving Families,"6, astor house, 282 Lichfield Rd, Mere Green, Birmingham, Sutton Coldfield B74 2UG, United Kingdom",B74 2UG,Sutton Coldfield,52.4822694,-1.8900078,52.586169,-1.829018
11983,badly wrong,cayp-psychology-birmingham,CAYP Psychology - Birmingham,"1st floor, Sutton Medical Consulting Centre, Ashfurlong Building, 233 Tamworth Rd, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B75 6DX, United Kingdom",B75 6DX,Sutton Coldfield,52.4822694,-1.8900078,52.57737,-1.806681
11698,badly wrong,surgicare-aesthetics-birmingham-specialist-doctors-in-anti-wrinkle-non-surgical-rhinoplasty-lip-fillers-zo-skincare,"Surgicare Aesthetics Birmingham: Specialist Doctors In Anti Wrinkle, Non-Surgical Rhinoplasty & Lip Fillers, ZO Skincare","Consulting Room at Burnett Clinic, 46-48 Thornhill Rd, Sutton Coldfield B74 3EH, United Kingdom",B74 3EH,Sutton Coldfield,52.4822694,-1.8900078,52.586843,-1.871096
11682,badly wrong,omnia-dental-spa,Omnia Dental Spa,"243 Station Rd, Wythall, Birmingham B47 6ET, United Kingdom",B47 6ET,Birmingham,52.4822694,-1.8900078,52.377993,-1.869044
11340,badly wrong,west-heath-dental-surgery,West Heath Dental Surgery,"225 Longbridge Ln, Longbridge, Birmingham B31 4RE, United Kingdom",B31 4RE,Birmingham,52.4822694,-1.8900078,52.393814,-1.973276
11055,badly wrong,the-midland-shoulder-clinic,The Midland Shoulder Clinic,"Spire Parkway Hospital, 1 Damson Pkwy, Solihull B91 2PP, United Kingdom",B91 2PP,Solihull,52.4822694,-1.8900078,52.421597,-1.760763
11017,badly wrong,76dental,76dental,"112 Coleshill Rd, Water Orton, Birmingham B46 1RD, United Kingdom",B46 1RD,Birmingham,52.4822694,-1.8900078,52.515996,-1.736983
10918,badly wrong,the-dental-centre,The Dental Centre,"5 Hedingham Grove, Birmingham B37 7TR, United Kingdom",B37 7TR,Birmingham,52.4822694,-1.8900078,52.478355,-1.728918
10777,badly wrong,water-orton-dental-centre,Water Orton Dental Centre,"5, Station Buildings, Birmingham Rd, Water Orton, Birmingham B46 1SR, United Kingdom",B46 1SR,Birmingham,52.4822694,-1.8900078,52.5183,-1.742201
10599,badly wrong,four-oaks-psychology,Four Oaks Psychology,"Moat House, The, 24 Lichfield Rd, Sutton Coldfield B74 2NJ, United Kingdom",B74 2NJ,Sutton Coldfield,52.4822694,-1.8900078,52.56827,-1.822434
10475,badly wrong,house-of-dental,House of Dental,"House of Dental, 31 Redhill Rd, Northfield, Birmingham B31 3JS, United Kingdom",B31 3JS,Birmingham,52.4822694,-1.8900078,52.398224,-1.959826
10475,badly wrong,midlands-dental-therapist-birmingham,Midlands Dental Therapist - Birmingham,"31 Redhill Rd, West Heath, Birmingham B31 3JS, United Kingdom",B31 3JS,Birmingham,52.4822694,-1.8900078,52.398224,-1.959826
10405,badly wrong,ascending-minds-psychology,Ascending Minds Psychology,"42a High St, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B72 1UJ, United Kingdom",B72 1UJ,Sutton Coldfield,52.4822694,-1.8900078,52.566508,-1.823046
10366,badly wrong,mh-aesthetic-beauty-clinic-ltd,MH Aesthetic & Beauty Clinic Ltd,"34 High St, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B72 1UP, United Kingdom",B72 1UP,Sutton Coldfield,52.4822694,-1.8900078,52.566059,-1.822856
10299,badly wrong,forensic-psychology-practice-ltd,Forensic Psychology Practice Ltd,"4-6 High St, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B72 1XA, United Kingdom",B72 1XA,Sutton Coldfield,52.4822694,-1.8900078,52.565104,-1.821901
10146,badly wrong,lansdown-dental-practice,Lansdown Dental Practice,"711 Chester Rd, Birmingham B36 0LN, United Kingdom",B36 0LN,Birmingham,52.4822694,-1.8900078,52.492307,-1.741071
10125,badly wrong,west-heath-dental-practice,West Heath Dental Practice,"181 West Heath Rd, Birmingham B31 3HD, United Kingdom",B31 3HD,Birmingham,52.4822694,-1.8900078,52.402162,-1.961013
9977,badly wrong,al-aesthetics-injectables-minor-surgical-skincare-solihull,"AL Aesthetics - Injectables, Minor Surgical & Skincare Solihull","131 Union Rd, Shirley, Solihull B90 3BZ, United Kingdom",B90 3BZ,Solihull,52.4822694,-1.8900078,52.404758,-1.815873
9782,badly wrong,m-p-m-aesthetic-medicals,M P M Aesthetic Medicals,"62 Lower Queen St, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B72 1RT, United Kingdom",B72 1RT,Sutton Coldfield,52.4822694,-1.8900078,52.560035,-1.822408
9623,badly wrong,david-iles-psychotherapy,David Iles Psychotherapy,"Birmingham B38 9BB, United Kingdom",B38 9BB,Birmingham,52.4822694,-1.8900078,52.398639,-1.926522
9594,badly wrong,oxford-cbt,Oxford CBT,"Our Place Support, Farthing Ln, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B72 1RN, United Kingdom",B72 1RN,Sutton Coldfield,52.4822694,-1.8900078,52.559131,-1.825568
9569,badly wrong,belle-femme-aesthetics-training-academy,Belle Femme Aesthetics & Training Academy,"334 Stratford Rd, Shirley, Birmingham B90 3DN, United Kingdom",B90 3DN,Birmingham,52.4822694,-1.8900078,52.4062,-1.823996
9537,badly wrong,kingshurst-dental-surgery,Kingshurst Dental Surgery,"16 The Parade, Birmingham B37 6BA, United Kingdom",B37 6BA,Birmingham,52.4822694,-1.8900078,52.493712,-1.750415
9283,badly wrong,kings-norton-dental-practice,Kings Norton Dental Practice,"183 Redditch Rd, Kings Norton, Birmingham B38 8RH, United Kingdom",B38 8RH,Birmingham,52.4822694,-1.8900078,52.403202,-1.933953
9283,badly wrong,sutton-dental-implant-clinic,Sutton Dental & Implant Clinic,"60 Birmingham Rd, The Royal Town of Sutton Coldfield, Birmingham B72 1QP, United Kingdom",B72 1QP,Birmingham,52.4822694,-1.8900078,52.556364,-1.826788
9189,badly wrong,midland-health,Midland Health,"78-79 Francis Rd, Edgbaston, Birmingham B16 8SP, United Kingdom",B16 8SP,Birmingham,52.5361674,-2.010793,52.473218,-1.922838
9086,badly wrong,earwaxspecialist-co-uk-ear-wax-removal-sutton-coldfield-hearing-aids,Earwaxspecialist.co.uk| Ear Wax Removal Sutton Coldfield Hearing aids,"Sutton Hearing Care, 1 Sutton Oak Cor, Sutton Oak Rd, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B74 2DH, United Kingdom",B74 2DH,Sutton Coldfield,52.4822694,-1.8900078,52.563803,-1.881239
9060,badly wrong,ml-aesthetics-clinic,ML Aesthetics Clinic,"26 Beeches Walk, The Royal Town of Sutton Coldfield, Birmingham B73 6HN, United Kingdom",B73 6HN,Birmingham,52.4822694,-1.8900078,52.554577,-1.828285
9053,badly wrong,the-dentist-implants-veneers-emergency-center,"The Dentist, Implants, Veneers, Emergency center","341 Birmingham Rd, Great Barr, Birmingham B43 7AP, United Kingdom",B43 7AP,Birmingham,52.4822694,-1.8900078,52.558524,-1.936908
8977,badly wrong,321-dental-care,321 Dental Care,"321 Wylde Green Rd, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B76 1RF, United Kingdom",B76 1RF,Sutton Coldfield,52.4822694,-1.8900078,52.542399,-1.801481
8973,badly wrong,meeting-minds,Meeting Minds,"Cheslyn Hay, Walsall WS6 7HS, United Kingdom",WS6 7HS,Walsall,52.5866367,-1.984534,52.659993,-2.039943
8968,badly wrong,fresh-glow-aesthetics-ltd,Fresh Glow Aesthetics Ltd,"13 Station St, Cheslyn Hay, Walsall WS6 7ED, United Kingdom",WS6 7ED,Walsall,52.5866367,-1.984534,52.662279,-2.03063
8892,badly wrong,revived-aesthetics,Revived Aesthetics,"186 Dudley Port, Tipton DY4 7RG, United Kingdom",DY4 7RG,Tipton,52.5868159,-2.1256587,52.517783,-2.059281
8868,badly wrong,hnm-aesthetics,HNM Aesthetics,"23 Elwyn Rd, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B73 6LB, United Kingdom",B73 6LB,Sutton Coldfield,52.4822694,-1.8900078,52.554704,-1.835172
8829,badly wrong,walmley-dental-practice,Walmley Dental Practice,"1 & 2, Walmley Chambers, 3 Walmley Cl, Walmley, Birmingham, Sutton Coldfield B76 1NQ, United Kingdom",B76 1NQ,Sutton Coldfield,52.4822694,-1.8900078,52.540204,-1.800798
8677,badly wrong,dr-sarah-bishop,Dr Sarah Bishop,"The Green, Kings Norton, Astwood Bank, Birmingham B38 8RS, United Kingdom",B38 8RS,Birmingham,52.4822694,-1.8900078,52.407837,-1.928433
8647,badly wrong,authentic-aesthetics,Authentic Aesthetics,"Bank Gallery, 13 High St, Kenilworth CV8 1LY, United Kingdom",CV8 1LY,Kenilworth,52.4128163,-1.5089521,52.34968,-1.583333
8618,badly wrong,44-maypole-lane-dentist,44 Maypole Lane Dentist,"44 Maypole Ln, Birmingham B14 5JQ, United Kingdom",B14 5JQ,Birmingham,52.4822694,-1.8900078,52.404914,-1.882077
8606,badly wrong,261-dental-care,261 Dental Care,"261 Chester Rd, Birmingham B36 0ET, United Kingdom",B36 0ET,Birmingham,52.4822694,-1.8900078,52.501863,-1.76703
8376,badly wrong,bhx-aesthetics-lounge,BHX Aesthetics Lounge,"17 High St, Birmingham B35 7PR, United Kingdom",B35 7PR,Birmingham,52.4822694,-1.8900078,52.52117,-1.784039
8317,badly wrong,star-aesthetics-clinic-academy,Star Aesthetics Clinic & Academy,"271 Hagley Rd, Birmingham B16 9NB, United Kingdom",B16 9NB,Birmingham,52.5361674,-2.010793,52.472099,-1.947395
8164,badly wrong,white-pearl-dental-practice,White Pearl Dental Practice,"2236A Coventry Rd, Sheldon, Birmingham B26 3JH, United Kingdom",B26 3JH,Birmingham,52.4822694,-1.8900078,52.451868,-1.780303
8125,badly wrong,cupid-aesthetics,Cupid Aesthetics,"574 Hagley Rd W, Oldbury B68 0BS, United Kingdom",B68 0BS,Oldbury,52.5361674,-2.010793,52.463427,-1.999347
8035,badly wrong,121-aesthetics,121 Aesthetics,"359 Walsall Rd., Great Wyrley, Walsall WS6 6DP, United Kingdom",WS6 6DP,Walsall,52.5866367,-1.984534,52.657023,-2.011438
7987,badly wrong,sheldon-dental-practice,Sheldon Dental Practice,"26 Sheaf Ln, Birmingham B26 3HD, United Kingdom",B26 3HD,Birmingham,52.4822694,-1.8900078,52.453095,-1.782269
7944,badly wrong,castle-care-castle-bromwich-dental-care,Castle Care - Castle Bromwich Dental Care,"266 Bradford Rd, Birmingham B36 9AB, United Kingdom",B36 9AB,Birmingham,52.4822694,-1.8900078,52.501658,-1.777078
7801,badly wrong,aesthetica-skin-clinic-spa-ltd,Aesthetica Skin Clinic & Spa Ltd,"16 Birmingham Rd, Birmingham B43 6NR, United Kingdom",B43 6NR,Birmingham,52.4822694,-1.8900078,52.546899,-1.93486
7783,badly wrong,aspire-aesthetics-uk-fat-dissolving-birmingham,Aspire Aesthetics UK - Fat Dissolving Birmingham,"1843 Pershore Rd, Cotteridge, Birmingham B30 3DJ, United Kingdom",B30 3DJ,Birmingham,52.4822694,-1.8900078,52.416441,-1.929023
7744,badly wrong,tk-face-and-fillers-aesthetics-clinic-birmingham,TK Face and Fillers Aesthetics Clinic Birmingham,"TK Face and Fillers Aesthetics Clinic, Arkwright Rd, Quinton, Birmingham B32 1LR, United Kingdom",B32 1LR,Birmingham,52.4822694,-1.8900078,52.455497,-1.99555
7707,badly wrong,aesthetic-ace-clinic,Aesthetic Ace Clinic,"1510 Stratford Rd, Hall Green, Birmingham B28 9ET, United Kingdom",B28 9ET,Birmingham,52.4822694,-1.8900078,52.421598,-1.835008
7707,badly wrong,luval-medical-aesthetics,Luval Medical Aesthetics,"1500 Stratford Rd, Birmingham B28 9ET, United Kingdom",B28 9ET,Birmingham,52.4822694,-1.8900078,52.421598,-1.835008
7503,badly wrong,the-roh-community-health-hub,The ROH Community Health Hub,"119 Griffins Brook Ln, Birmingham B30 1QN, United Kingdom",B30 1QN,Birmingham,52.4822694,-1.8900078,52.426513,-1.952375
7500,badly wrong,birmingham-hip-and-knee-clinic-panos-makrides,Birmingham Hip And Knee Clinic. Panos Makrides,"Little Aston Hall Dr, Sutton Coldfield B74 3UP, United Kingdom",B74 3UP,Sutton Coldfield,52.5866367,-1.984534,52.599622,-1.875577
7487,badly wrong,ms-aesthetics,MS Aesthetics,"139 Hamstead Rd, Great Barr, Birmingham B43 5BB, United Kingdom",B43 5BB,Birmingham,52.4822694,-1.8900078,52.538842,-1.950014
7444,badly wrong,nothing-but-the-tooth,Nothing But the Tooth,"82 Little Green Lanes, Wylde Green, Birmingham, Sutton Coldfield B73 5NB, United Kingdom",B73 5NB,Sutton Coldfield,52.4822694,-1.8900078,52.538109,-1.829322
7316,badly wrong,dizzycare-clinic,DizzyCare Clinic,"Oaktree House, Oaktree Rise, Codsall, Wolverhampton WV8 1DP, United Kingdom",WV8 1DP,Wolverhampton,52.5868159,-2.1256587,52.630674,-2.206428
7286,badly wrong,forensic-psychology-practice,Forensic Psychology Practice,"98 Sheffield Rd, Wylde Green, Birmingham, Sutton Coldfield B73 5HW, United Kingdom",B73 5HW,Sutton Coldfield,52.4822694,-1.8900078,52.537754,-1.832744
7228,badly wrong,shires-psychotherapy,Shires Psychotherapy,"The Annexe, 54a East Rd, Brinsford, Featherstone, Wolverhampton WV10 7NP, United Kingdom",WV10 7NP,Wolverhampton,52.5868159,-2.1256587,52.650666,-2.10555
7212,badly wrong,mw-ear-wax-removal,MW Ear Wax Removal,"524 Bearwood Rd, Bearwood, Smethwick B66 4BX, United Kingdom",B66 4BX,Smethwick,52.5361674,-2.010793,52.476252,-1.969989
7211,badly wrong,birmingham-massage-and-sports-injury-therapy,Birmingham Massage and Sports Injury Therapy,"147 Yarningale Rd, Birmingham B14 6NA, United Kingdom",B14 6NA,Birmingham,52.4822694,-1.8900078,52.418196,-1.906391
7187,badly wrong,fiji-skin-clinic,Fiji Skin Clinic,"147 Sutton Rd Wylde Green, The Royal Town of Sutton Coldfield, Birmingham B23 5TN, United Kingdom",B23 5TN,Birmingham,52.4822694,-1.8900078,52.53451,-1.827479
7086,badly wrong,codsall-dental-practice,Codsall Dental Practice,"1 Bakers Way, Codsall, Wolverhampton WV8 1HB, United Kingdom",WV8 1HB,Wolverhampton,52.5868159,-2.1256587,52.631313,-2.200772
7082,badly wrong,ashylla-aesthetics,Ashylla Aesthetics,"B28 Rooms, 194 Robin Hood Ln, Birmingham B28 0LG, United Kingdom",B28 0LG,Birmingham,52.4822694,-1.8900078,52.423917,-1.848131
7082,badly wrong,livara-aesthetics,Livara Aesthetics,"194 Robin Hood Ln, Birmingham B28 0LG, United Kingdom",B28 0LG,Birmingham,52.4822694,-1.8900078,52.423917,-1.848131
7082,badly wrong,birmingham-solihull-therapy,Birmingham Solihull Therapy,"194 Robin Hood Ln, Birmingham B28 0LG, United Kingdom",B28 0LG,Birmingham,52.4822694,-1.8900078,52.423917,-1.848131
7021,badly wrong,codsall-therapy-centre,Codsall Therapy Centre,"6 Station Rd, Codsall, Wolverhampton WV8 1BX, United Kingdom",WV8 1BX,Wolverhampton,52.5868159,-2.1256587,52.629945,-2.201593
7017,badly wrong,hebron-counselling,Hebron Counselling,"Central Buildings, Wombourne, Wolverhampton WV5 9DN, United Kingdom",WV5 9DN,Wolverhampton,52.5868159,-2.1256587,52.534609,-2.183965
7013,badly wrong,tranceform-psychology,TranceForm Psychology,"Maypole House, Maypole St, Wombourne, Wolverhampton WV5 9JB, United Kingdom",WV5 9JB,Wolverhampton,52.5868159,-2.1256587,52.535299,-2.185516
6958,badly wrong,earwaxspecialist-co-uk-birmingham-hearing-care,Earwaxspecialist.co.uk- Birmingham Hearing Care,"Kingsheath, 310 Haunch Ln, Birmingham B13 0QS, United Kingdom",B13 0QS,Birmingham,52.411811,-1.77761,52.421399,-1.87899
6909,badly wrong,mosaic-counselling-coaching,Mosaic Counselling & Coaching,"57 Chillington Dr, Codsall, Wolverhampton WV8 1AJ, United Kingdom",WV8 1AJ,Wolverhampton,52.5868159,-2.1256587,52.631463,-2.196828
6898,badly wrong,success-psychology-uk,Success Psychology UK,"18 Bainbridge Rd, Smethwick B66 4SY, United Kingdom",B66 4SY,Smethwick,52.5361674,-2.010793,52.485425,-1.95215
6867,badly wrong,wow-facial-aesthetics,WOW Facial Aesthetics,"270A Alcester Rd S, Kings Heath, Birmingham B14 6EN, United Kingdom",B14 6EN,Birmingham,52.4822694,-1.8900078,52.420522,-1.891976
6842,badly wrong,mydentist-aldridge-road-dental-practice,"mydentist, Aldridge Road Dental Practice","Dental Practice, 325 Dyas Rd, Aldridge Rd, Great Barr, Birmingham B44 8TB, United Kingdom",B44 8TB,Birmingham,52.4822694,-1.8900078,52.543352,-1.90216
6768,badly wrong,cayp-psychology,CAYP Psychology,"Wellbeing Clinic, Solihull, 15 Highfield Rd, Birmingham B28 0EL, United Kingdom",B28 0EL,Birmingham,52.4822694,-1.8900078,52.428495,-1.843203
6768,badly wrong,solihull-well-being-clinic,Solihull Well Being Clinic,"15 Highfield Rd, Hall Green, Birmingham B28 0EL, United Kingdom",B28 0EL,Birmingham,52.4822694,-1.8900078,52.428495,-1.843203
6678,badly wrong,insight-counselling,Insight Counselling,"1 Blythe Gardens, Codsall, Wolverhampton WV8 1BH, United Kingdom",WV8 1BH,Wolverhampton,52.5868159,-2.1256587,52.63029,-2.193897
6668,badly wrong,clinic-asthetika,Clinic Asthetika,"1470 Pershore Rd, Stirchley, Birmingham B30 2NT, United Kingdom",B30 2NT,Birmingham,52.4822694,-1.8900078,52.42549,-1.921685
6668,badly wrong,euro-dental-care,Euro Dental Care,"368 Court Oak Rd, Harborne, Birmingham B32 2DY, United Kingdom",B32 2DY,Birmingham,52.4822694,-1.8900078,52.460396,-1.981671
6626,badly wrong,kings-heath-dental-practice,Kings Heath Dental Practice,"262 Alcester Rd S, Birmingham B14 6DR, United Kingdom",B14 6DR,Birmingham,52.4822694,-1.8900078,52.422698,-1.892574
6625,badly wrong,la-marque-aesthetics,La marque aesthetics,"190 School Rd, Birmingham B28 8PA, United Kingdom",B28 8PA,Birmingham,52.4822694,-1.8900078,52.432809,-1.835496
6534,badly wrong,family-dental-centre,family dental centre,"404 Kingstanding Rd, Birmingham B44 8LD, United Kingdom",B44 8LD,Birmingham,52.4822694,-1.8900078,52.540992,-1.886359
6513,badly wrong,bole-counselling-services,Bole Counselling Services,"7 Pattingham Rd, Perton, Wolverhampton WV6 7HD, United Kingdom",WV6 7HD,Wolverhampton,52.5868159,-2.1256587,52.58771,-2.222049
6510,badly wrong,dr-majid-shah-aesthetics-birmingham,Dr Majid Shah Aesthetics Birmingham,"265B Alcester Rd S, Birmingham B14 6DT, United Kingdom",B14 6DT,Birmingham,52.4822694,-1.8900078,52.423731,-1.891645
6510,badly wrong,lucy-mills-child-adolescent-psychotherapy,Lucy Mills Child & Adolescent Psychotherapy,"249 Alcester Rd S, Birmingham B14 6DT, United Kingdom",B14 6DT,Birmingham,52.4822694,-1.8900078,52.423731,-1.891645
6436,badly wrong,the-yardley-dental-clinic-birmingham,The Yardley Dental Clinic Birmingham,"1752 Coventry Rd, Yardley, Birmingham B26 1PB, United Kingdom",B26 1PB,Birmingham,52.4822694,-1.8900078,52.460429,-1.802014
6403,badly wrong,bournville-village-dental-practice,Bournville Village Dental Practice,"1 Maple Rd, Birmingham B30 2AE, United Kingdom",B30 2AE,Birmingham,52.4822694,-1.8900078,52.431872,-1.935735
6392,badly wrong,cadbury-dental-practice,Cadbury Dental Practice,"29 Sycamore Rd, Bournville, Birmingham B30 2AA, United Kingdom",B30 2AA,Birmingham,52.4822694,-1.8900078,52.431142,-1.933132
6377,badly wrong,derma-contours-aesthetics-training-academy,Derma Contours Aesthetics & Training Academy,"1 Bournville Ln, Stirchley, Birmingham B30 2JY, United Kingdom",B30 2JY,Birmingham,52.4822694,-1.8900078,52.428637,-1.923341
6370,badly wrong,manor-house-dental-composite-bonding-birmingham,Manor House Dental | Composite Bonding Birmingham,"22 Manor House Ln, Birmingham B26 1PG, United Kingdom",B26 1PG,Birmingham,52.4822694,-1.8900078,52.462263,-1.801888
6215,badly wrong,serenity,Serenity,"Woodfield Farm, Earlswood, Solihull B94 5LS, United Kingdom",B94 5LS,Solihull,52.411811,-1.77761,52.369477,-1.837418
6182,badly wrong,kings-heath-dental-and-implant-centre,Kings Heath Dental and Implant Centre,"306 Vicarage Rd, Birmingham B14 7NH, United Kingdom",B14 7NH,Birmingham,52.4822694,-1.8900078,52.427609,-1.90668
6134,badly wrong,two-ten-therapy,Two-Ten Therapy,"Office 9, Unit 3, Stuart Court, 88 Gravelly Ln, Birmingham B23 6LR, United Kingdom",B23 6LR,Birmingham,52.4822694,-1.8900078,52.528776,-1.841255
6132,badly wrong,ethereal-touch-aesthetics,Ethereal Touch Aesthetics,"Stafford Rd, Bloxwich, Walsall WS6 6AY, United Kingdom",WS6 6AY,Walsall,52.5866367,-1.984534,52.639718,-2.009158
6129,badly wrong,walsall-wood-dentistry,Walsall Wood Dentistry,"75 Lichfield Rd, Walsall Wood, Walsall WS9 9NP, United Kingdom",WS9 9NP,Walsall,52.5866367,-1.984534,52.629637,-1.927749
6111,badly wrong,mr-kenan-dehne-consultant-orthopaedic-surgeon,Mr Kenan Dehne Consultant Orthopaedic Surgeon,"44 Boundary Vw, Birmingham B29 6TZ, United Kingdom",B29 6TZ,Birmingham,52.4822694,-1.8900078,52.435064,-1.936186
6058,badly wrong,acocks-green-dental-practice,Acocks Green Dental Practice,"Unit 2, 1078 Warwick Rd, Acocks Green, Birmingham B27 6BH, United Kingdom",B27 6BH,Birmingham,52.4822694,-1.8900078,52.446608,-1.822409
6048,badly wrong,brightside-psychology,Brightside Psychology,"Community Hub, Codsall, Wolverhampton Rd, Codsall, Wolverhampton WV8 1PE, United Kingdom",WV8 1PE,Wolverhampton,52.5868159,-2.1256587,52.624868,-2.189648
6006,badly wrong,sk-aesthetics-and-skincare-ltd,SK Aesthetics and Skincare LTD,"552 Walsall Rd, Birmingham B42 1LR, United Kingdom",B42 1LR,Birmingham,52.4822694,-1.8900078,52.53361,-1.917588
6005,badly wrong,loulabelles-aesthetics-treatments,Loulabelles Aesthetics & Treatments,"114 Coppice Rd, Walsall Wood, Walsall WS9 9BH, United Kingdom",WS9 9BH,Walsall,52.5866367,-1.984534,52.630269,-1.932136
5930,badly wrong,bridge-therapy-uk-hypnotherapy-ltd,Bridge Therapy UK (Hypnotherapy) Ltd,"Amberley Way, The Royal Town of Sutton Coldfield, Sutton Coldfield B74 3RN, United Kingdom",B74 3RN,Sutton Coldfield,52.5866367,-1.984534,52.581357,-1.89719
5920,badly wrong,skin-care-aesthetic,Skin Care Aesthetic,"72 Yardley Rd, Acocks Green, Birmingham B27 6LG, United Kingdom",B27 6LG,Birmingham,52.4822694,-1.8900078,52.45222,-1.817869
5918,badly wrong,fox-hollies-dental-practice,Fox Hollies Dental Practice,"326 Fox Hollies Rd, Birmingham B27 7PU, United Kingdom",B27 7PU,Birmingham,52.4822694,-1.8900078,52.441653,-1.833565
5871,badly wrong,bpi-dental,BPI Dental,"115 Court Oak Rd, Harborne, Birmingham B17 9AA, United Kingdom",B17 9AA,Birmingham,52.4822694,-1.8900078,52.460042,-1.968631
5850,badly wrong,dental-opulence,Dental Opulence,"1190 Stratford Rd, Birmingham B28 8AB, United Kingdom",B28 8AB,Birmingham,52.4822694,-1.8900078,52.436815,-1.846543
5827,badly wrong,college-road-dental-practice,College Road Dental Practice,"354 College Rd, Birmingham B44 0HH, United Kingdom",B44 0HH,Birmingham,52.4822694,-1.8900078,52.53426,-1.879271
5818,badly wrong,treetops-dental-surgery,Treetops Dental Surgery,"52 Duck Ln, Codsall, Wolverhampton WV8 1HF, United Kingdom",WV8 1HF,Wolverhampton,52.5868159,-2.1256587,52.624659,-2.185156
5817,badly wrong,rai-dental-surgery,Rai Dental Surgery,"109 Westley Rd, Acocks Green, Birmingham B27 7UW, United Kingdom",B27 7UW,Birmingham,52.4822694,-1.8900078,52.445853,-1.828371
